Institution,Object Number,Digital ID URL,Object Name,Title,Other Title,Other Title,Object Type,Secondary Object Type,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Date,Era,Era,Era,Era,Era,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Description,Geography,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Copyright
Library of Congress,,https://www.loc.gov/item/2007685631/,,"John Mcgraw, New York Giants, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Mcgraw, John (Team Member)",New York Giants,New York,National League,Manager,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685632/,,"Fred Merkle, New York Giants, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Merkle, Fred (Team Member)",New York Giants,New York,National League,First Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685633/,,"Red Murray, New York Giants, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Murray, Red (Team Member)",New York Giants,New York,National League,Right Fielder,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685634/,,"Bugs Raymond, New York Giants, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Raymond, Bugs (Team Member)",New York Giants,New York,National League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685635/,,"Admiral Schlei, New York Giants, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Schlei, Admiral (Team Member)",New York Giants,New York,National League,Catcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685636/,,"Fred Tenney, New York Giants, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Tenney, Fred (Team Member)",New York Giants,New York,National League,First Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685637/,,"Hooks Wiltse, New York Giants, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Wiltse, Hooks (Team Member)",New York Giants,New York,National League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685638/,,"Kitty Bransfield, Philadelphia Phillies, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Bransfield, Kitty (Team Member)",Philadelphia Phillies,Philadelphia,National League,First Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685639/,,"Red Dooin, Philadelphia Phillies, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Dooin, Red (Team Member)",Philadelphia Phillies,Philadelphia,National League,Catcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685603/,,"Bill Dahlen, Brooklyn Dodgers, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Dahlen, Bill (Team Member)",Brooklyn Dodgers,Brooklyn,National League,Shortstop,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685650/,,"Doolan, Philadelphia Phillies, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Doolan, Mickey (Team Member)",Philadelphia Phillies,Philadelphia,National League,Shortstop,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685651/,,"Sherry Magee, Philadelphia Phillies, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Magee, Sherry (Team Member)",Philadelphia Phillies,Philadelphia,National League,Left Fielder,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685652/,,"Howie Camnitz, Pittsburgh Pirates, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Camnitz, Howie (Team Member)",Pittsburgh Pirates,Pittsburgh,National League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685653/,,"Fred Clarke, Pittsburgh Pirates, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Clarke, Fred (Team Member)",Pittsburgh Pirates,Pittsburgh,National League,Outfielder,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685654/,,"George Gibson, Pittsburgh Pirates, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Gibson, George (Team Member)",Pittsburgh Pirates,Pittsburgh,National League,Catcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685655/,,"Tommy Leach, Pittsburgh Pirates, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Leach, Tommy (Team Member)",Pittsburgh Pirates,Pittsburgh,National League,Outfielder,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685656/,,"Vic Willis, Pittsburgh Pirates, St. Louis Cardinals, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Willis, Vic (Team Member)",Pittsburgh Pirates,Pittsburgh,National League,Pitcher,St. Louis Cardinals,St. Louis,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685657/,,"Owen Wilson, Pittsburgh Pirates, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Wilson, Owen (Team Member)",Pittsburgh Pirates,Pittsburgh,National League,Outfielder,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685658/,,"Roger Bresnahan, St. Louis Cardinals, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Bresnahan, Roger (Team Member)",St. Louis Cardinals,St. Louis,National League,Catcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685604/,,"Tim Jordan, Brooklyn Superbas, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Jordan, Tim (Team Member)",Brooklyn Superbas,Brooklyn,National League,First Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685659/,,"Ed Konetchy, St. Louis Cardinals, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Konetchy, Ed (Team Member)",St. Louis Cardinals,St. Louis,National League,First Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685660/,,"Slim Sallee, St. Louis Cardinals, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Sallee, Slim (Team Member)",St. Louis Cardinals,St. Louis,National League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685661/,,"Bill Carrigan, Boston Red Sox, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Carrigan, Bill (Team Member)",Boston Red Sox,Boston,American League,Catcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685662/,,"Harry Lord, Boston Red Sox, Chicago White Sox, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Lord, Harry (Team Member)",Boston Red Sox,Boston,American League,Third Baseman,Chicago White Sox,Chicago,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685663/,,"Amby Mcconnell, Boston Red Sox, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Mcconnell, Amby (Team Member)",Boston Red Sox,Boston,American League,Second Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685664/,,"Harry Niles, Boston Red Sox, Cleveland Naps, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Niles, Harry (Team Member)",Boston Red Sox,Boston,American League,Outfielder,Cleveland Naps,Cleveland,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685665/,,"Tris Speaker, Boston Red Sox, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Speaker, Tris (Team Member)",Boston Red Sox,Boston,American League,Center Fielder,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685666/,,"Jake Stahl, Boston Red Sox, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Stahl, Jake (Team Member)",Boston Red Sox,Boston,American League,First Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685667/,,"Bill Burns, Chicago White Sox, Cincinnati Reds, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Burns, Bill (Team Member)",Chicago White Sox,Chicago,American League,Pitcher,Cincinnati Reds,Cincinnati,National League,Baseball Cards,Chromolithographs,Color,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685668/,,"Frank Smith, Chicago White Sox, Boston Doves, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Smith, Frank (Team Member)",Chicago White Sox,Chicago,American League,Pitcher,Boston Doves,Boston,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685605/,,"Ed Lennox, Brooklyn Superbas, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Lennox, Ed (Team Member)",Brooklyn Superbas,Brooklyn,National League,Third Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685669/,,"Billy Sullivan, Chicago White Sox, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Sullivan, Billy (Team Member)",Chicago White Sox,Chicago,American League,Catcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685670/,,"Ed Walsh, Chicago White Sox, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Walsh, Ed (Team Member)",Chicago White Sox,Chicago,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685671/,,"Addie Joss, Cleveland Naps, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Joss, Addie (Team Member)",Cleveland Naps,Cleveland,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685672/,,"Nap Lajoie, Cleveland Naps, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Lajoie, Nap (Team Member)",Cleveland Naps,Cleveland,American League,Second Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685673/,,"Rhoads, Cleveland Naps, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Rhoads, Bob (Team Member)",Cleveland Naps,Cleveland,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685674/,,"Cy Young, Cleveland Naps, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Young, Cy (Team Member)",Cleveland Naps,Cleveland,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685675/,,"Ty Cobb, Detroit Tigers, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Cobb, Ty (Team Member)",Detroit Tigers,Detroit,American League,Outfielder,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685676/,,"Sam Crawford, Detroit Tigers, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Crawford, Sam (Team Member)",Detroit Tigers,Detroit,American League,Right Fielder,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685677/,,"Wild Bill Donovan, Detroit Tigers, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Donovan, Wild Bill (Team Member)",Detroit Tigers,Detroit,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685678/,,"Hughie Jennings, Detroit Tigers, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Jennings, Hughie (Team Member)",Detroit Tigers,Detroit,American League,Second Baseman,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685606/,,"Mcintire, Brooklyn Superbas, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Mcintire, Harry (Team Member)",Brooklyn Superbas,Brooklyn,National League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685679/,,"D. Jones, Detroit Tigers, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Jones, Davy (Team Member)",Detroit Tigers,Detroit,American League,Outfielder,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685680/,,"Matty Mcintyre, Detroit Tigers, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Mcintyre, Matty (Team Member)",Detroit Tigers,Detroit,American League,Outfielder,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685681/,,"George Mullin, Detroit Tigers, Baseball Card Portrait",Turkey Red Cabinets (T3),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Mullin, George (Team Member)",Detroit Tigers,Detroit,American League,Pitcher,Baseball Cards,Chromolithographs,Color,,,,,,,,,,,,,1911,1910s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Print : Chromolithograph With Hand-Color.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
